"TIME","GEO","INDIC_HE","SEX","UNIT","Value","Flag and Footnotes"
"2006","European Union - 28 countries (2013-2020)","Health expectancy in absolute values at 65","Females","Year","14.1","e"
"2006","European Union - 27 countries (2007-2013)","Health expectancy in absolute values at birth ","Total","Year",":",""
"2006","European Union - 27 countries (2007-2013)","Health expectancy in absolute values at birth ","Males","Year","69.6","e"
"2006","European Union - 27 countries (2007-2013)","Health expectancy in absolute values at birth ","Females","Year","72.9","e"
"2006","European Union - 27 countries (2007-2013)","Health expectancy in absolute values at 50","Total","Year",":",""
"2006","European Union - 27 countries (2007-2013)","Health expectancy in absolute values at 50","Males","Year","23.2","e"
"2006","European Union - 27 countries (2007-2013)","Health expectancy in absolute values at 50","Females","Year","25.7","e"
"2006","European Union - 27 countries (2007-2013)","Health expectancy in absolute values at 65","Total","Year",":",""
"2006","European Union - 27 countries (2007-2013)","Health expectancy in absolute values at 65","Males","Year","12.8","e"
"2006","European Union - 27 countries (2007-2013)","Health expectancy in absolute values at 65","Females","Year","14.1","e"
"2006","Belgium","Health expectancy in absolute values at birth ","Total","Year","73.6",""
"2006","Belgium","Health expectancy in absolute values at birth ","Males","Year","72.1",""
"2006","Belgium","Health expectancy in absolute values at birth ","Females","Year","75.1",""
"2006","Belgium","Health expectancy in absolute values at 50","Total","Year","26.9",""
"2006","Belgium","Health expectancy in absolute values at 50","Males","Year","25.5",""
"2006","Belgium","Health expectancy in absolute values at 50","Females","Year","28.2",""
"2006","Belgium","Health expectancy in absolute values at 65","Total","Year","15.5",""
"2006","Belgium","Health expectancy in absolute values at 65","Males","Year","14.3",""
"2006","Belgium","Health expectancy in absolute values at 65","Females","Year","16.4",""
"2006","Bulgaria","Health expectancy in absolute values at birth ","Total","Year","62.5",""
"2006","Bulgaria","Health expectancy in absolute values at birth ","Males","Year","61.4",""
"2006","Bulgaria","Health expectancy in absolute values at birth ","Females","Year","63.6",""
"2006","Bulgaria","Health expectancy in absolute values at 50","Total","Year","17.1",""
"2006","Bulgaria","Health expectancy in absolute values at 50","Males","Year","16.7",""
"2006","Bulgaria","Health expectancy in absolute values at 50","Females","Year","17.5",""
"2006","Bulgaria","Health expectancy in absolute values at 65","Total","Year","7.9",""
"2006","Bulgaria","Health expectancy in absolute values at 65","Males","Year","8.1",""
"2006","Bulgaria","Health expectancy in absolute values at 65","Females","Year","7.8",""
"2006","Czechia","Health expectancy in absolute values at birth ","Total","Year","67.7",""
"2006","Czechia","Health expectancy in absolute values at birth ","Males","Year","66.2",""
"2006","Czechia","Health expectancy in absolute values at birth ","Females","Year","69.3",""
"2006","Czechia","Health expectancy in absolute values at 50","Total","Year","21.1",""
"2006","Czechia","Health expectancy in absolute values at 50","Males","Year","19.8",""
"2006","Czechia","Health expectancy in absolute values at 50","Females","Year","22.2",""
"2006","Czechia","Health expectancy in absolute values at 65","Total","Year","10.7",""
"2006","Czechia","Health expectancy in absolute values at 65","Males","Year","10.1",""
"2006","Czechia","Health expectancy in absolute values at 65","Females","Year","11.1",""
"2006","Denmark","Health expectancy in absolute values at birth ","Total","Year","73.3",""
"2006","Denmark","Health expectancy in absolute values at birth ","Males","Year","71.8",""
"2006","Denmark","Health expectancy in absolute values at birth ","Females","Year","74.7",""
"2006","Denmark","Health expectancy in absolute values at 50","Total","Year","26.5",""
"2006","Denmark","Health expectancy in absolute values at 50","Males","Year","25.2",""
"2006","Denmark","Health expectancy in absolute values at 50","Females","Year","27.7",""
"2006","Denmark","Health expectancy in absolute values at 65","Total","Year","15.2",""
"2006","Denmark","Health expectancy in absolute values at 65","Males","Year","14.0",""
"2006","Denmark","Health expectancy in absolute values at 65","Females","Year","16.3",""
"2006","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at birth ","Total","Year","73.0",""
"2006","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at birth ","Males","Year","71.2",""
"2006","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at birth ","Females","Year","74.8",""
"2006","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at 50","Total","Year","25.9",""
"2006","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at 50","Males","Year","24.3",""
"2006","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at 50","Females","Year","27.3",""
"2006","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at 65","Total","Year","14.9",""
"2006","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at 65","Males","Year","13.9",""
"2006","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at 65","Females","Year","15.6",""
"2006","Estonia","Health expectancy in absolute values at birth ","Total","Year","64.1",""
"2006","Estonia","Health expectancy in absolute values at birth ","Males","Year","60.1",""
"2006","Estonia","Health expectancy in absolute values at birth ","Females","Year","67.9",""
"2006","Estonia","Health expectancy in absolute values at 50","Total","Year","18.6",""
"2006","Estonia","Health expectancy in absolute values at 50","Males","Year","16.2",""
"2006","Estonia","Health expectancy in absolute values at 50","Females","Year","20.8",""
"2006","Estonia","Health expectancy in absolute values at 65","Total","Year","9.1",""
"2006","Estonia","Health expectancy in absolute values at 65","Males","Year","7.7",""
"2006","Estonia","Health expectancy in absolute values at 65","Females","Year","10.1",""
"2006","Ireland","Health expectancy in absolute values at birth ","Total","Year","76.6",""
"2006","Ireland","Health expectancy in absolute values at birth ","Males","Year","74.2",""
"2006","Ireland","Health expectancy in absolute values at birth ","Females","Year","79.0",""
"2006","Ireland","Health expectancy in absolute values at 50","Total","Year","28.9",""
"2006","Ireland","Health expectancy in absolute values at 50","Males","Year","27.0",""
"2006","Ireland","Health expectancy in absolute values at 50","Females","Year","30.9",""
"2006","Ireland","Health expectancy in absolute values at 65","Total","Year","16.7",""
"2006","Ireland","Health expectancy in absolute values at 65","Males","Year","14.9",""
"2006","Ireland","Health expectancy in absolute values at 65","Females","Year","18.3",""
"2006","Greece","Health expectancy in absolute values at birth ","Total","Year","73.0",""
"2006","Greece","Health expectancy in absolute values at birth ","Males","Year","71.4",""
"2006","Greece","Health expectancy in absolute values at birth ","Females","Year","74.6",""
"2006","Greece","Health expectancy in absolute values at 50","Total","Year","25.4",""
"2006","Greece","Health expectancy in absolute values at 50","Males","Year","24.4",""
"2006","Greece","Health expectancy in absolute values at 50","Females","Year","26.4",""
"2006","Greece","Health expectancy in absolute values at 65","Total","Year","13.5",""
"2006","Greece","Health expectancy in absolute values at 65","Males","Year","13.0",""
"2006","Greece","Health expectancy in absolute values at 65","Females","Year","14.0",""
"2006","Spain","Health expectancy in absolute values at birth ","Total","Year","71.3",""
"2006","Spain","Health expectancy in absolute values at birth ","Males","Year","70.1",""
"2006","Spain","Health expectancy in absolute values at birth ","Females","Year","72.6",""
"2006","Spain","Health expectancy in absolute values at 50","Total","Year","24.2",""
"2006","Spain","Health expectancy in absolute values at 50","Males","Year","23.3",""
"2006","Spain","Health expectancy in absolute values at 50","Females","Year","25.0",""
"2006","Spain","Health expectancy in absolute values at 65","Total","Year","13.1",""
"2006","Spain","Health expectancy in absolute values at 65","Males","Year","12.5",""
"2006","Spain","Health expectancy in absolute values at 65","Females","Year","13.7",""
"2006","France","Health expectancy in absolute values at birth ","Total","Year","73.6",""
"2006","France","Health expectancy in absolute values at birth ","Males","Year","71.4",""
"2006","France","Health expectancy in absolute values at birth ","Females","Year","75.7",""
"2006","France","Health expectancy in absolute values at 50","Total","Year","26.7",""
"2006","France","Health expectancy in absolute values at 50","Males","Year","24.8",""
"2006","France","Health expectancy in absolute values at 50","Females","Year","28.4",""
"2006","France","Health expectancy in absolute values at 65","Total","Year","15.2",""
"2006","France","Health expectancy in absolute values at 65","Males","Year","13.8",""
"2006","France","Health expectancy in absolute values at 65","Females","Year","16.4",""
"2006","Croatia","Health expectancy in absolute values at birth ","Total","Year",":",""
"2006","Croatia","Health expectancy in absolute values at birth ","Males","Year",":",""
"2006","Croatia","Health expectancy in absolute values at birth ","Females","Year",":",""
"2006","Croatia","Health expectancy in absolute values at 50","Total","Year",":",""
"2006","Croatia","Health expectancy in absolute values at 50","Males","Year",":",""
"2006","Croatia","Health expectancy in absolute values at 50","Females","Year",":",""
"2006","Croatia","Health expectancy in absolute values at 65","Total","Year",":",""
"2006","Croatia","Health expectancy in absolute values at 65","Males","Year",":",""
"2006","Croatia","Health expectancy in absolute values at 65","Females","Year",":",""
"2006","Italy","Health expectancy in absolute values at birth ","Total","Year","73.6",""
"2006","Italy","Health expectancy in absolute values at birth ","Males","Year","72.4",""
"2006","Italy","Health expectancy in absolute values at birth ","Females","Year","74.8",""
"2006","Italy","Health expectancy in absolute values at 50","Total","Year","25.9",""
"2006","Italy","Health expectancy in absolute values at 50","Males","Year","25.1",""
"2006","Italy","Health expectancy in absolute values at 50","Females","Year","26.7",""
"2006","Italy","Health expectancy in absolute values at 65","Total","Year","13.7",""
"2006","Italy","Health expectancy in absolute values at 65","Males","Year","13.0",""
"2006","Italy","Health expectancy in absolute values at 65","Females","Year","14.3",""
"2006","Cyprus","Health expectancy in absolute values at birth ","Total","Year","71.2",""
"2006","Cyprus","Health expectancy in absolute values at birth ","Males","Year","71.2",""
"2006","Cyprus","Health expectancy in absolute values at birth ","Females","Year","71.3",""
"2006","Cyprus","Health expectancy in absolute values at 50","Total","Year","23.4",""
"2006","Cyprus","Health expectancy in absolute values at 50","Males","Year","23.9",""
"2006","Cyprus","Health expectancy in absolute values at 50","Females","Year","23.0",""
"2006","Cyprus","Health expectancy in absolute values at 65","Total","Year","11.6",""
"2006","Cyprus","Health expectancy in absolute values at 65","Males","Year","12.4",""
"2006","Cyprus","Health expectancy in absolute values at 65","Females","Year","10.9",""
"2006","Latvia","Health expectancy in absolute values at birth ","Total","Year","60.0",""
"2006","Latvia","Health expectancy in absolute values at birth ","Males","Year","57.6",""
"2006","Latvia","Health expectancy in absolute values at birth ","Females","Year","62.3",""
"2006","Latvia","Health expectancy in absolute values at 50","Total","Year","15.8",""
"2006","Latvia","Health expectancy in absolute values at 50","Males","Year","14.5",""
"2006","Latvia","Health expectancy in absolute values at 50","Females","Year","16.9",""
"2006","Latvia","Health expectancy in absolute values at 65","Total","Year","7.1",""
"2006","Latvia","Health expectancy in absolute values at 65","Males","Year","6.8",""
"2006","Latvia","Health expectancy in absolute values at 65","Females","Year","7.4",""
"2006","Lithuania","Health expectancy in absolute values at birth ","Total","Year","60.5",""
"2006","Lithuania","Health expectancy in absolute values at birth ","Males","Year","57.8",""
"2006","Lithuania","Health expectancy in absolute values at birth ","Females","Year","63.3",""
"2006","Lithuania","Health expectancy in absolute values at 50","Total","Year","15.9",""
"2006","Lithuania","Health expectancy in absolute values at 50","Males","Year","14.8",""
"2006","Lithuania","Health expectancy in absolute values at 50","Females","Year","16.9",""
"2006","Lithuania","Health expectancy in absolute values at 65","Total","Year","7.4",""
"2006","Lithuania","Health expectancy in absolute values at 65","Males","Year","7.4",""
"2006","Lithuania","Health expectancy in absolute values at 65","Females","Year","7.3",""
"2006","Luxembourg","Health expectancy in absolute values at birth ","Total","Year","73.4",""
"2006","Luxembourg","Health expectancy in absolute values at birth ","Males","Year","72.3",""
"2006","Luxembourg","Health expectancy in absolute values at birth ","Females","Year","74.5",""
"2006","Luxembourg","Health expectancy in absolute values at 50","Total","Year","26.0",""
"2006","Luxembourg","Health expectancy in absolute values at 50","Males","Year","25.0",""
"2006","Luxembourg","Health expectancy in absolute values at 50","Females","Year","26.9",""
"2006","Luxembourg","Health expectancy in absolute values at 65","Total","Year","14.5",""
"2006","Luxembourg","Health expectancy in absolute values at 65","Males","Year","13.7",""
"2006","Luxembourg","Health expectancy in absolute values at 65","Females","Year","15.1",""
"2006","Hungary","Health expectancy in absolute values at birth ","Total","Year","61.5",""
"2006","Hungary","Health expectancy in absolute values at birth ","Males","Year","59.9",""
"2006","Hungary","Health expectancy in absolute values at birth ","Females","Year","63.0",""
"2006","Hungary","Health expectancy in absolute values at 50","Total","Year","16.2",""
"2006","Hungary","Health expectancy in absolute values at 50","Males","Year","15.1",""
"2006","Hungary","Health expectancy in absolute values at 50","Females","Year","17.2",""
"2006","Hungary","Health expectancy in absolute values at 65","Total","Year","8.1",""
"2006","Hungary","Health expectancy in absolute values at 65","Males","Year","7.7",""
"2006","Hungary","Health expectancy in absolute values at 65","Females","Year","8.4",""
"2006","Malta","Health expectancy in absolute values at birth ","Total","Year","75.7",""
"2006","Malta","Health expectancy in absolute values at birth ","Males","Year","73.8",""
"2006","Malta","Health expectancy in absolute values at birth ","Females","Year","77.4",""
"2006","Malta","Health expectancy in absolute values at 50","Total","Year","27.5",""
"2006","Malta","Health expectancy in absolute values at 50","Males","Year","26.1",""
"2006","Malta","Health expectancy in absolute values at 50","Females","Year","28.8",""
"2006","Malta","Health expectancy in absolute values at 65","Total","Year","14.8",""
"2006","Malta","Health expectancy in absolute values at 65","Males","Year","13.6",""
"2006","Malta","Health expectancy in absolute values at 65","Females","Year","15.8",""
"2006","Netherlands","Health expectancy in absolute values at birth ","Total","Year","76.3",""
"2006","Netherlands","Health expectancy in absolute values at birth ","Males","Year","75.1",""
"2006","Netherlands","Health expectancy in absolute values at birth ","Females","Year","77.4",""
"2006","Netherlands","Health expectancy in absolute values at 50","Total","Year","29.0",""
"2006","Netherlands","Health expectancy in absolute values at 50","Males","Year","27.6",""
"2006","Netherlands","Health expectancy in absolute values at 50","Females","Year","30.2",""
"2006","Netherlands","Health expectancy in absolute values at 65","Total","Year","16.8",""
"2006","Netherlands","Health expectancy in absolute values at 65","Males","Year","15.7",""
"2006","Netherlands","Health expectancy in absolute values at 65","Females","Year","17.9",""
"2006","Austria","Health expectancy in absolute values at birth ","Total","Year","74.0",""
"2006","Austria","Health expectancy in absolute values at birth ","Males","Year","71.9",""
"2006","Austria","Health expectancy in absolute values at birth ","Females","Year","76.0",""
"2006","Austria","Health expectancy in absolute values at 50","Total","Year","26.4",""
"2006","Austria","Health expectancy in absolute values at 50","Males","Year","25.0",""
"2006","Austria","Health expectancy in absolute values at 50","Females","Year","27.8",""
"2006","Austria","Health expectancy in absolute values at 65","Total","Year","14.6",""
"2006","Austria","Health expectancy in absolute values at 65","Males","Year","13.8",""
"2006","Austria","Health expectancy in absolute values at 65","Females","Year","15.3",""
"2006","Poland","Health expectancy in absolute values at birth ","Total","Year","63.3",""
"2006","Poland","Health expectancy in absolute values at birth ","Males","Year","61.2",""
"2006","Poland","Health expectancy in absolute values at birth ","Females","Year","65.4",""
"2006","Poland","Health expectancy in absolute values at 50","Total","Year","17.5",""
"2006","Poland","Health expectancy in absolute values at 50","Males","Year","16.2",""
"2006","Poland","Health expectancy in absolute values at 50","Females","Year","18.7",""
"2006","Poland","Health expectancy in absolute values at 65","Total","Year","8.3",""
"2006","Poland","Health expectancy in absolute values at 65","Males","Year","8.0",""
"2006","Poland","Health expectancy in absolute values at 65","Females","Year","8.6",""
"2006","Portugal","Health expectancy in absolute values at birth ","Total","Year","64.8",""
"2006","Portugal","Health expectancy in absolute values at birth ","Males","Year","64.8",""
"2006","Portugal","Health expectancy in absolute values at birth ","Females","Year","64.8",""
"2006","Portugal","Health expectancy in absolute values at 50","Total","Year","18.5",""
"2006","Portugal","Health expectancy in absolute values at 50","Males","Year","19.2",""
"2006","Portugal","Health expectancy in absolute values at 50","Females","Year","17.8",""
"2006","Portugal","Health expectancy in absolute values at 65","Total","Year","8.6",""
"2006","Portugal","Health expectancy in absolute values at 65","Males","Year","9.2",""
"2006","Portugal","Health expectancy in absolute values at 65","Females","Year","8.2",""
"2006","Romania","Health expectancy in absolute values at birth ","Total","Year",":",""
"2006","Romania","Health expectancy in absolute values at birth ","Males","Year",":",""
"2006","Romania","Health expectancy in absolute values at birth ","Females","Year",":",""
"2006","Romania","Health expectancy in absolute values at 50","Total","Year",":",""
"2006","Romania","Health expectancy in absolute values at 50","Males","Year",":",""
"2006","Romania","Health expectancy in absolute values at 50","Females","Year",":",""
"2006","Romania","Health expectancy in absolute values at 65","Total","Year",":",""
"2006","Romania","Health expectancy in absolute values at 65","Males","Year",":",""
"2006","Romania","Health expectancy in absolute values at 65","Females","Year",":",""
"2006","Slovenia","Health expectancy in absolute values at birth ","Total","Year","67.1",""
"2006","Slovenia","Health expectancy in absolute values at birth ","Males","Year","65.1",""
"2006","Slovenia","Health expectancy in absolute values at birth ","Females","Year","69.3",""
"2006","Slovenia","Health expectancy in absolute values at 50","Total","Year","20.8",""
"2006","Slovenia","Health expectancy in absolute values at 50","Males","Year","19.3",""
"2006","Slovenia","Health expectancy in absolute values at 50","Females","Year","22.3",""
"2006","Slovenia","Health expectancy in absolute values at 65","Total","Year","10.8",""
"2006","Slovenia","Health expectancy in absolute values at 65","Males","Year","10.1",""
"2006","Slovenia","Health expectancy in absolute values at 65","Females","Year","11.5",""
"2006","Slovakia","Health expectancy in absolute values at birth ","Total","Year","62.0",""
"2006","Slovakia","Health expectancy in absolute values at birth ","Males","Year","61.1",""
"2006","Slovakia","Health expectancy in absolute values at birth ","Females","Year","62.9",""
"2006","Slovakia","Health expectancy in absolute values at 50","Total","Year","15.8",""
"2006","Slovakia","Health expectancy in absolute values at 50","Males","Year","15.6",""
"2006","Slovakia","Health expectancy in absolute values at 50","Females","Year","16.1",""
"2006","Slovakia","Health expectancy in absolute values at 65","Total","Year","6.5",""
"2006","Slovakia","Health expectancy in absolute values at 65","Males","Year","6.7",""
"2006","Slovakia","Health expectancy in absolute values at 65","Females","Year","6.3",""
"2006","Finland","Health expectancy in absolute values at birth ","Total","Year","72.3",""
"2006","Finland","Health expectancy in absolute values at birth ","Males","Year","69.9",""
"2006","Finland","Health expectancy in absolute values at birth ","Females","Year","74.9",""
"2006","Finland","Health expectancy in absolute values at 50","Total","Year","25.5",""
"2006","Finland","Health expectancy in absolute values at 50","Males","Year","23.3",""
"2006","Finland","Health expectancy in absolute values at 50","Females","Year","27.5",""
"2006","Finland","Health expectancy in absolute values at 65","Total","Year","14.1",""
"2006","Finland","Health expectancy in absolute values at 65","Males","Year","12.5",""
"2006","Finland","Health expectancy in absolute values at 65","Females","Year","15.4",""
"2006","Sweden","Health expectancy in absolute values at birth ","Total","Year","76.9",""
"2006","Sweden","Health expectancy in absolute values at birth ","Males","Year","75.6",""
"2006","Sweden","Health expectancy in absolute values at birth ","Females","Year","78.1",""
"2006","Sweden","Health expectancy in absolute values at 50","Total","Year","29.6",""
"2006","Sweden","Health expectancy in absolute values at 50","Males","Year","28.2",""
"2006","Sweden","Health expectancy in absolute values at 50","Females","Year","30.9",""
"2006","Sweden","Health expectancy in absolute values at 65","Total","Year","17.4",""
"2006","Sweden","Health expectancy in absolute values at 65","Males","Year","16.2",""
"2006","Sweden","Health expectancy in absolute values at 65","Females","Year","18.5",""
"2006","United Kingdom","Health expectancy in absolute values at birth ","Total","Year","75.1",""
"2006","United Kingdom","Health expectancy in absolute values at birth ","Males","Year","73.5",""
"2006","United Kingdom","Health expectancy in absolute values at birth ","Females","Year","76.5",""
"2006","United Kingdom","Health expectancy in absolute values at 50","Total","Year","28.1",""
"2006","United Kingdom","Health expectancy in absolute values at 50","Males","Year","26.8",""
"2006","United Kingdom","Health expectancy in absolute values at 50","Females","Year","29.3",""
"2006","United Kingdom","Health expectancy in absolute values at 65","Total","Year","16.5",""
"2006","United Kingdom","Health expectancy in absolute values at 65","Males","Year","15.5",""
"2006","United Kingdom","Health expectancy in absolute values at 65","Females","Year","17.3",""
"2006","Iceland","Health expectancy in absolute values at birth ","Total","Year","76.8",""
"2006","Iceland","Health expectancy in absolute values at birth ","Males","Year","76.2",""
"2006","Iceland","Health expectancy in absolute values at birth ","Females","Year","77.2",""
"2006","Iceland","Health expectancy in absolute values at 50","Total","Year","29.1",""
"2006","Iceland","Health expectancy in absolute values at 50","Males","Year","28.7",""
"2006","Iceland","Health expectancy in absolute values at 50","Females","Year","29.2",""
"2006","Iceland","Health expectancy in absolute values at 65","Total","Year","16.8",""
"2006","Iceland","Health expectancy in absolute values at 65","Males","Year","16.4",""
"2006","Iceland","Health expectancy in absolute values at 65","Females","Year","16.9",""
"2006","Norway","Health expectancy in absolute values at birth ","Total","Year","73.7",""
"2006","Norway","Health expectancy in absolute values at birth ","Males","Year","72.8",""
"2006","Norway","Health expectancy in absolute values at birth ","Females","Year","74.7",""
"2006","Norway","Health expectancy in absolute values at 50","Total","Year","27.4",""
"2006","Norway","Health expectancy in absolute values at 50","Males","Year","26.5",""
"2006","Norway","Health expectancy in absolute values at 50","Females","Year","28.3",""
"2006","Norway","Health expectancy in absolute values at 65","Total","Year","16.0",""
"2006","Norway","Health expectancy in absolute values at 65","Males","Year","15.1",""
"2006","Norway","Health expectancy in absolute values at 65","Females","Year","16.9",""
"2006","Switzerland","Health expectancy in absolute values at birth ","Total","Year",":",""
"2006","Switzerland","Health expectancy in absolute values at birth ","Males","Year",":",""
"2006","Switzerland","Health expectancy in absolute values at birth ","Females","Year",":",""
"2006","Switzerland","Health expectancy in absolute values at 50","Total","Year",":",""
"2006","Switzerland","Health expectancy in absolute values at 50","Males","Year",":",""
"2006","Switzerland","Health expectancy in absolute values at 50","Females","Year",":",""
"2006","Switzerland","Health expectancy in absolute values at 65","Total","Year",":",""
"2006","Switzerland","Health expectancy in absolute values at 65","Males","Year",":",""
"2006","Switzerland","Health expectancy in absolute values at 65","Females","Year",":",""
"2007","European Union - 27 countries (from 2020)","Health expectancy in absolute values at birth ","Total","Year","71.1",""
"2007","European Union - 27 countries (from 2020)","Health expectancy in absolute values at birth ","Males","Year","69.4",""
"2007","European Union - 27 countries (from 2020)","Health expectancy in absolute values at birth ","Females","Year","72.7",""
"2007","European Union - 27 countries (from 2020)","Health expectancy in absolute values at 50","Total","Year","24.2",""
"2007","European Union - 27 countries (from 2020)","Health expectancy in absolute values at 50","Males","Year","23.0",""
"2007","European Union - 27 countries (from 2020)","Health expectancy in absolute values at 50","Females","Year","25.3",""
"2007","European Union - 27 countries (from 2020)","Health expectancy in absolute values at 65","Total","Year","13.3",""
"2007","European Union - 27 countries (from 2020)","Health expectancy in absolute values at 65","Males","Year","12.6",""
"2007","European Union - 27 countries (from 2020)","Health expectancy in absolute values at 65","Females","Year","13.9",""
"2007","European Union - 28 countries (2013-2020)","Health expectancy in absolute values at birth ","Total","Year","71.6",""
"2007","European Union - 28 countries (2013-2020)","Health expectancy in absolute values at birth ","Males","Year","69.9",""
"2007","European Union - 28 countries (2013-2020)","Health expectancy in absolute values at birth ","Females","Year","73.2",""
"2007","European Union - 28 countries (2013-2020)","Health expectancy in absolute values at 50","Total","Year","24.7",""
"2007","European Union - 28 countries (2013-2020)","Health expectancy in absolute values at 50","Males","Year","23.4",""
"2007","European Union - 28 countries (2013-2020)","Health expectancy in absolute values at 50","Females","Year","25.8",""
"2007","European Union - 28 countries (2013-2020)","Health expectancy in absolute values at 65","Total","Year","13.7",""
"2007","European Union - 28 countries (2013-2020)","Health expectancy in absolute values at 65","Males","Year","12.9",""
"2007","European Union - 28 countries (2013-2020)","Health expectancy in absolute values at 65","Females","Year","14.3",""
"2007","European Union - 27 countries (2007-2013)","Health expectancy in absolute values at birth ","Total","Year",":",""
"2007","European Union - 27 countries (2007-2013)","Health expectancy in absolute values at birth ","Males","Year","69.9",""
"2007","European Union - 27 countries (2007-2013)","Health expectancy in absolute values at birth ","Females","Year","73.2",""
"2007","European Union - 27 countries (2007-2013)","Health expectancy in absolute values at 50","Total","Year",":",""
"2007","European Union - 27 countries (2007-2013)","Health expectancy in absolute values at 50","Males","Year","23.5",""
"2007","European Union - 27 countries (2007-2013)","Health expectancy in absolute values at 50","Females","Year","25.9",""
"2007","European Union - 27 countries (2007-2013)","Health expectancy in absolute values at 65","Total","Year",":",""
"2007","European Union - 27 countries (2007-2013)","Health expectancy in absolute values at 65","Males","Year","13.0",""
"2007","European Union - 27 countries (2007-2013)","Health expectancy in absolute values at 65","Females","Year","14.3",""
"2007","Belgium","Health expectancy in absolute values at birth ","Total","Year","74.0",""
"2007","Belgium","Health expectancy in absolute values at birth ","Males","Year","72.5",""
"2007","Belgium","Health expectancy in absolute values at birth ","Females","Year","75.3",""
"2007","Belgium","Health expectancy in absolute values at 50","Total","Year","27.3",""
"2007","Belgium","Health expectancy in absolute values at 50","Males","Year","26.0",""
"2007","Belgium","Health expectancy in absolute values at 50","Females","Year","28.5",""
"2007","Belgium","Health expectancy in absolute values at 65","Total","Year","15.8",""
"2007","Belgium","Health expectancy in absolute values at 65","Males","Year","14.7",""
"2007","Belgium","Health expectancy in absolute values at 65","Females","Year","16.7",""
"2007","Bulgaria","Health expectancy in absolute values at birth ","Total","Year","63.5",""
"2007","Bulgaria","Health expectancy in absolute values at birth ","Males","Year","62.1",""
"2007","Bulgaria","Health expectancy in absolute values at birth ","Females","Year","65.0",""
"2007","Bulgaria","Health expectancy in absolute values at 50","Total","Year","18.0",""
"2007","Bulgaria","Health expectancy in absolute values at 50","Males","Year","17.2",""
"2007","Bulgaria","Health expectancy in absolute values at 50","Females","Year","18.8",""
"2007","Bulgaria","Health expectancy in absolute values at 65","Total","Year","8.5",""
"2007","Bulgaria","Health expectancy in absolute values at 65","Males","Year","8.2",""
"2007","Bulgaria","Health expectancy in absolute values at 65","Females","Year","8.7",""
"2007","Czechia","Health expectancy in absolute values at birth ","Total","Year","68.6",""
"2007","Czechia","Health expectancy in absolute values at birth ","Males","Year","66.9",""
"2007","Czechia","Health expectancy in absolute values at birth ","Females","Year","70.3",""
"2007","Czechia","Health expectancy in absolute values at 50","Total","Year","21.7",""
"2007","Czechia","Health expectancy in absolute values at 50","Males","Year","20.4",""
"2007","Czechia","Health expectancy in absolute values at 50","Females","Year","23.0",""
"2007","Czechia","Health expectancy in absolute values at 65","Total","Year","11.2",""
"2007","Czechia","Health expectancy in absolute values at 65","Males","Year","10.6",""
"2007","Czechia","Health expectancy in absolute values at 65","Females","Year","11.6",""
"2007","Denmark","Health expectancy in absolute values at birth ","Total","Year","73.3",""
"2007","Denmark","Health expectancy in absolute values at birth ","Males","Year","72.4",""
"2007","Denmark","Health expectancy in absolute values at birth ","Females","Year","74.1",""
"2007","Denmark","Health expectancy in absolute values at 50","Total","Year","26.6",""
"2007","Denmark","Health expectancy in absolute values at 50","Males","Year","25.5",""
"2007","Denmark","Health expectancy in absolute values at 50","Females","Year","27.6",""
"2007","Denmark","Health expectancy in absolute values at 65","Total","Year","15.6",""
"2007","Denmark","Health expectancy in absolute values at 65","Males","Year","14.7",""
"2007","Denmark","Health expectancy in absolute values at 65","Females","Year","16.4",""
"2007","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at birth ","Total","Year","73.2",""
"2007","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at birth ","Males","Year","71.5",""
"2007","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at birth ","Females","Year","74.7",""
"2007","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at 50","Total","Year","26.1",""
"2007","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at 50","Males","Year","24.6",""
"2007","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at 50","Females","Year","27.4",""
"2007","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at 65","Total","Year","15.0",""
"2007","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at 65","Males","Year","14.3",""
"2007","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at 65","Females","Year","15.6",""
"2007","Estonia","Health expectancy in absolute values at birth ","Total","Year","64.2",""
"2007","Estonia","Health expectancy in absolute values at birth ","Males","Year","60.5",""
"2007","Estonia","Health expectancy in absolute values at birth ","Females","Year","67.9",""
"2007","Estonia","Health expectancy in absolute values at 50","Total","Year","18.8",""
"2007","Estonia","Health expectancy in absolute values at 50","Males","Year","16.4",""
